SKU,Medication Name,Category,Strength,Dosage Form,Brand Name,Purchase Price (₦),Selling Price (₦),Current Stock,Reorder Level,Batch Number,Supplier,Warehouse Location,Expiry Date
SKU01123,Azithromycin,Antibiotic,625mg,Capsule,Drugfield,13546,16411.51,840,60,BT261156,May & Baker Nigeria,B2,2028-03-09
SKU01124,Gliclazide,Antidiabetic,850mg,Injection,Swiss Pharma,2810,4116.85,552,53,BT268851,Emzor Pharmaceuticals,A2,2029-11-01
SKU01125,Metformin,Antidiabetic,850mg,Tablet,Emzor,1754,2213.22,441,67,BT633349,Fidson Healthcare,B3,2029-11-18
SKU01126,Ceftriaxone,Antibiotic,250mg,Tablet,Emzor,3081,4507.02,124,86,BT148075,Swiss Pharma Nigeria,A1,2029-09-14
SKU01127,Latanoprost,General Medicine,50mg,Tablet,Pfizer,17550,25909.98,562,59,BT642479,Fidson Healthcare,D1,2029-05-19
SKU01128,Pioglitazone,Antidiabetic,500mg,Injection,Pfizer,577,757.35,767,82,BT589212,Emzor Pharmaceuticals,B3,2029-07-28
SKU01129,Sertraline,Psychiatric,25mg,Tablet,Emzor,9149,11051.9,565,49,BT981783,Evans Medical,C1,2030-05-11
SKU01130,Metronidazole,Antifungal,500mg,Capsule,Juhel,9139,10644.59,445,52,BT791940,Emzor Pharmaceuticals,C2,2029-10-06
SKU01131,Flucloxacillin,Antibiotic,125mg,Suspension,Evans,7702,11955.66,817,70,BT546131,May & Baker Nigeria,B2,2027-03-07
SKU01132,Azathioprine,General Medicine,50mg,Capsule,GSK,6514,10113.52,652,43,BT955669,Evans Medical,B2,2027-01-12
SKU01133,Dabigatran,Anticoagulant,5mg,Tablet,Pfizer,16554,24844.26,198,93,BT117790,Emzor Pharmaceuticals,B1,2029-12-01
SKU01134,Finasteride,General Medicine,50mg,Tablet,Swiss Pharma,10715,16557.83,137,40,BT218009,May & Baker Nigeria,D1,2027-05-16
SKU01135,Pantoprazole,Antifungal,200mg,Capsule,Juhel,1116,1490.37,445,32,BT131622,Emzor Pharmaceuticals,A2,2029-04-20
SKU01136,Hydrochlorothiazide,Diuretic,100mg,Tablet,Neimeth,1328,1569.12,24,35,BT733750,Drugfield Pharmaceuticals,A2,2027-11-30
SKU01137,Methylprednisolone,Corticosteroid,100mg,Injection,Pfizer,6810,8607.16,936,90,BT744102,Swiss Pharma Nigeria,D3,2028-09-06
SKU01138,Diclofenac,NSAID,100mg,Gel,Drugfield,5121,7444.32,407,54,BT738012,Evans Medical,D1,2028-10-13
SKU01139,Methylprednisolone,Corticosteroid,4mg,Injection,Fidson,2883,3703.35,781,32,BT738753,Drugfield Pharmaceuticals,B3,2027-01-18
SKU01140,Venlafaxine,Psychiatric,50mg,Tablet,Evans,7606,9460.4,317,27,BT906141,Emzor Pharmaceuticals,D2,2030-05-21
SKU01141,Cyclophosphamide,General Medicine,25mg,Capsule,May & Baker,12562,17017.71,968,38,BT622329,Swiss Pharma Nigeria,A3,2029-11-30
SKU01142,Lamotrigine,Antiepileptic,500mg,Tablet,Juhel,4512,7106.98,789,38,BT806154,May & Baker Nigeria,B2,2028-01-24
SKU01143,Ketoconazole,Antifungal,200mg,Capsule,Pfizer,14945,18001.37,137,94,BT870948,Swiss Pharma Nigeria,A2,2029-10-12
SKU01144,Tacrolimus,General Medicine,25mg,Capsule,Pfizer,1892,2455.76,24,49,BT837331,Swiss Pharma Nigeria,A2,2029-09-12
SKU01145,Ondansetron,General Medicine,10mg,Tablet,Emzor,19107,23854.43,797,85,BT501622,Fidson Healthcare,B3,2028-09-16
SKU01146,Cetirizine,Antihistamine,10mg,Syrup,Neimeth,13566,20901.62,987,24,BT374949,Swiss Pharma Nigeria,C1,2027-08-18
SKU01147,Lansoprazole,Antifungal,500mg,Cream,Emzor,6251,9621.0,339,62,BT896370,Swiss Pharma Nigeria,A3,2029-09-24
SKU01148,Atenolol,Antihypertensive,5mg,Tablet,Emzor,18317,26076.08,784,52,BT350374,Drugfield Pharmaceuticals,A1,2030-06-13
SKU01149,Praziquantel,General Medicine,100mg,Capsule,GSK,18269,29108.3,721,21,BT348001,Evans Medical,D1,2027-08-28
SKU01150,Chlorpheniramine,Antihistamine,4mg,Syrup,Juhel,18134,27142.65,78,84,BT846477,Fidson Healthcare,B1,2027-09-03
SKU01151,Beclometasone,Respiratory,2mg,Nebule,Pfizer,990,1564.29,540,57,BT318267,Swiss Pharma Nigeria,A1,2030-01-31
SKU01152,Beclometasone,Respiratory,200mcg,Tablet,Drugfield,17762,25451.17,541,43,BT758275,Evans Medical,D2,2028-05-06
SKU01153,Risperidone,Psychiatric,10mg,Tablet,Drugfield,14816,20211.58,843,38,BT788435,Fidson Healthcare,D3,2026-10-31
SKU01154,Vitamin C,General Medicine,50mg,Capsule,Fidson,10411,14363.51,508,47,BT536537,Emzor Pharmaceuticals,A2,2029-10-22
SKU01155,Mirtazapine,Psychiatric,25mg,Tablet,Evans,3169,4486.22,934,52,BT797164,Swiss Pharma Nigeria,A2,2030-04-06
SKU01156,Esomeprazole,Antifungal,500mg,Capsule,Emzor,16712,24757.56,298,60,BT852370,May & Baker Nigeria,B2,2027-07-20
SKU01157,Ketoconazole,Antifungal,150mg,Capsule,Swiss Pharma,10808,16621.7,438,84,BT187630,Fidson Healthcare,A1,2028-09-07
SKU01158,Bisoprolol,Antihypertensive,25mg,Tablet,Juhel,19030,25817.14,892,53,BT598008,Swiss Pharma Nigeria,C3,2029-01-01
SKU01159,Bisoprolol,Antihypertensive,10mg,Tablet,Evans,7473,8621.66,32,88,BT483680,May & Baker Nigeria,A1,2027-12-19
SKU01160,Cetirizine,Antihistamine,4mg,Tablet,Emzor,2665,3699.67,697,33,BT827481,Swiss Pharma Nigeria,C2,2027-09-16
SKU01161,Sertraline,Psychiatric,100mg,Tablet,Neimeth,19704,26543.51,244,23,BT914760,May & Baker Nigeria,D3,2030-06-19
SKU01162,Amlodipine,Antihypertensive,100mg,Tablet,Drugfield,17250,24891.52,425,50,BT274983,May & Baker Nigeria,D3,2028-08-14
SKU01163,Cefuroxime,Antibiotic,500mg,Suspension,May & Baker,5045,7582.86,828,29,BT714341,May & Baker Nigeria,A2,2029-08-21
SKU01164,Carbimazole,Antifungal,150mg,Tablet,May & Baker,3993,5671.19,249,42,BT726863,Fidson Healthcare,C3,2029-02-23
SKU01165,Tamsulosin,General Medicine,100mg,Capsule,Neimeth,8769,10266.47,782,74,BT534387,Emzor Pharmaceuticals,B3,2029-12-16
SKU01166,Warfarin,Anticoagulant,10mg,Tablet,Pfizer,3496,5089.42,457,58,BT119647,Evans Medical,D1,2029-11-21
SKU01167,Pregabalin,Antiepileptic,300mg,Tablet,GSK,7632,11489.03,848,26,BT687745,Fidson Healthcare,A1,2029-01-26
SKU01168,Montelukast,Respiratory,100mcg,Tablet,Swiss Pharma,4870,7010.36,855,21,BT499700,Evans Medical,C3,2028-07-30
SKU01169,Sulfadoxine,Antimalarial,20/120mg,Injection,Juhel,2282,3110.41,124,31,BT572796,Drugfield Pharmaceuticals,C2,2027-11-14
SKU01170,Clotrimazole,Antifungal,100mg,Cream,Swiss Pharma,15223,18630.78,533,52,BT897528,May & Baker Nigeria,C2,2029-07-27
SKU01171,Losartan,Antihypertensive,50mg,Tablet,GSK,5457,7525.3,351,44,BT368500,Emzor Pharmaceuticals,B2,2028-01-06
SKU01172,Diltiazem,Antihypertensive,5mg,Tablet,Neimeth,18311,23639.3,773,82,BT457869,Fidson Healthcare,C3,2029-04-07
SKU01173,Fluconazole,Antifungal,500mg,Cream,Fidson,2383,3603.32,524,44,BT587001,Swiss Pharma Nigeria,D1,2028-07-25
SKU01174,Chlorpromazine,Psychiatric,100mg,Tablet,GSK,8559,12235.51,648,46,BT363847,Drugfield Pharmaceuticals,B3,2028-10-16
SKU01175,Salbutamol,Respiratory,2mg,Nebule,Juhel,16982,20367.45,164,88,BT335450,May & Baker Nigeria,C1,2027-11-16
SKU01176,Azathioprine,General Medicine,10mg,Tablet,Fidson,2601,3019.8,189,47,BT610483,Evans Medical,B3,2030-07-11
SKU01177,Doxycycline,Antibiotic,625mg,Injection,Neimeth,6840,7930.17,69,28,BT992070,Fidson Healthcare,A3,2028-10-21
SKU01178,Apixaban,Anticoagulant,10mg,Injection,May & Baker,5132,7929.41,522,35,BT451607,Emzor Pharmaceuticals,B2,2027-07-17
SKU01179,Dabigatran,Anticoagulant,40mg,Tablet,Juhel,6362,7361.75,177,28,BT649187,Emzor Pharmaceuticals,C1,2026-11-01
SKU01180,Latanoprost,General Medicine,50mg,Capsule,Neimeth,19489,29372.43,617,51,BT541222,Swiss Pharma Nigeria,D1,2028-03-12
SKU01181,Loratadine,Antihistamine,10mg,Tablet,Fidson,1320,1644.51,800,20,BT119521,Emzor Pharmaceuticals,A2,2029-01-26
SKU01182,Fluoxetine,Psychiatric,5mg,Tablet,Drugfield,2174,2692.59,437,87,BT976432,May & Baker Nigeria,B1,2028-12-04
SKU01183,Chlorpheniramine,Antihistamine,4mg,Tablet,Pfizer,7211,8813.43,385,41,BT521881,May & Baker Nigeria,C2,2029-11-06
SKU01184,Tinidazole,Antifungal,100mg,Capsule,Fidson,11659,15727.94,996,43,BT770623,Drugfield Pharmaceuticals,C3,2029-02-20
SKU01185,Nitrofurantoin,General Medicine,10mg,Capsule,Emzor,9621,14079.62,993,39,BT963603,Evans Medical,B1,2029-04-25
SKU01186,Olanzapine,Psychiatric,100mg,Tablet,Juhel,2979,3587.29,17,97,BT243516,Drugfield Pharmaceuticals,B1,2027-05-09
SKU01187,Propranolol,Antihypertensive,50mg,Tablet,GSK,499,590.68,650,49,BT920101,Swiss Pharma Nigeria,D3,2030-01-08
SKU01188,Diltiazem,Antihypertensive,25mg,Tablet,Neimeth,19461,29934.43,486,96,BT167130,Fidson Healthcare,B1,2029-08-24
SKU01189,Famotidine,General Medicine,5mg,Tablet,Juhel,1970,2904.65,175,35,BT779733,Drugfield Pharmaceuticals,B3,2029-07-28
SKU01190,Topiramate,Antiepileptic,300mg,Tablet,Swiss Pharma,1956,2906.61,248,83,BT231562,Emzor Pharmaceuticals,D1,2028-11-24
SKU01191,Rivastigmine,General Medicine,50mg,Tablet,Evans,10178,13737.66,59,78,BT391721,May & Baker Nigeria,C2,2027-05-13
SKU01192,Lamotrigine,Antiepileptic,500mg,Capsule,Drugfield,6249,8730.51,435,30,BT154322,Drugfield Pharmaceuticals,A2,2028-11-25
SKU01193,Carbidopa,General Medicine,100mg,Tablet,May & Baker,3436,4489.16,823,61,BT546821,Fidson Healthcare,B3,2028-08-05
SKU01194,Clonazepam,Psychiatric,5mg,Tablet,Pfizer,13512,16572.08,217,45,BT424849,Drugfield Pharmaceuticals,C2,2027-08-02
SKU01195,Budesonide,Respiratory,200mcg,Inhaler,GSK,17497,23363.86,430,21,BT966269,Drugfield Pharmaceuticals,C2,2028-07-10
SKU01196,Ropinirole,General Medicine,100mg,Capsule,Evans,8327,10323.2,432,80,BT810790,Drugfield Pharmaceuticals,B2,2030-02-22
SKU01197,Pilocarpine,General Medicine,10mg,Tablet,Juhel,10068,15644.05,811,59,BT850616,Fidson Healthcare,C2,2028-04-28
SKU01198,Pilocarpine,General Medicine,10mg,Capsule,Fidson,19485,26021.05,850,95,BT106854,May & Baker Nigeria,C1,2027-03-20
SKU01199,Simvastatin,Statin,80mg,Tablet,Juhel,9976,11951.15,239,60,BT842387,Fidson Healthcare,D3,2028-08-17
SKU01200,Bromocriptine,General Medicine,100mg,Capsule,Drugfield,10232,12763.79,223,79,BT196041,Fidson Healthcare,C1,2027-05-30
SKU01201,Diclofenac,NSAID,400mg,Tablet,Emzor,11297,17120.95,872,70,BT884152,Emzor Pharmaceuticals,B3,2028-04-23
SKU01202,Insulin Regular,Antidiabetic,1000mg,Tablet,Swiss Pharma,13593,21317.5,667,37,BT562027,Drugfield Pharmaceuticals,A3,2027-08-13
SKU01203,Magnesium Sulphate,General Medicine,50mg,Capsule,Fidson,17947,20916.87,747,55,BT803595,Swiss Pharma Nigeria,D3,2029-04-29
SKU01204,Meropenem,Antibiotic,625mg,Capsule,May & Baker,10352,16047.04,26,71,BT345899,May & Baker Nigeria,A1,2029-06-14
SKU01205,Linezolid,Antibiotic,1g,Capsule,Neimeth,9239,12055.05,121,51,BT965991,Drugfield Pharmaceuticals,B1,2029-07-23
SKU01206,Pramipexole,General Medicine,100mg,Tablet,Juhel,13896,16445.51,103,80,BT435106,Emzor Pharmaceuticals,D1,2030-04-19
SKU01207,Warfarin,Anticoagulant,2.5mg,Tablet,Evans,991,1259.36,551,65,BT973298,Drugfield Pharmaceuticals,C3,2027-08-23
SKU01208,Beclometasone,Respiratory,4mg,Tablet,Emzor,2966,3499.65,476,23,BT466446,Evans Medical,D1,2029-11-20
SKU01209,Oxybutynin,General Medicine,10mg,Tablet,Swiss Pharma,11356,13541.03,791,44,BT593042,May & Baker Nigeria,A3,2027-08-26
SKU01210,Meloxicam,NSAID,500mg,Gel,Swiss Pharma,9107,10645.45,503,59,BT666501,Fidson Healthcare,C3,2028-12-18
SKU01211,Timolol,Antihypertensive,50mg,Tablet,Neimeth,7284,9576.31,8,69,BT164255,Emzor Pharmaceuticals,A1,2027-12-11
SKU01212,Pyrimethamine,Antimalarial,20/120mg,Tablet,Juhel,3724,5691.88,627,86,BT898775,Fidson Healthcare,B1,2028-09-14
SKU01213,Beclometasone,Respiratory,100mcg,Tablet,Juhel,17026,20043.99,763,70,BT610809,May & Baker Nigeria,B3,2028-07-26
SKU01214,Empagliflozin,Antidiabetic,850mg,Injection,May & Baker,15416,21182.07,728,41,BT759380,Emzor Pharmaceuticals,C1,2029-07-04
SKU01215,Pioglitazone,Antidiabetic,1000mg,Tablet,Swiss Pharma,10431,13387.3,987,66,BT514944,Swiss Pharma Nigeria,C1,2028-01-12
SKU01216,Gabapentin,Antiepileptic,500mg,Tablet,GSK,4568,5694.0,986,31,BT668979,May & Baker Nigeria,B2,2029-12-01
SKU01217,Pramipexole,General Medicine,10mg,Tablet,Neimeth,18792,23485.41,350,92,BT157596,Drugfield Pharmaceuticals,D1,2030-06-12
SKU01218,Fexofenadine,Antihistamine,10mg,Syrup,Drugfield,10715,13111.73,658,50,BT274244,Emzor Pharmaceuticals,D3,2028-04-20
SKU01219,Ciprofloxacin,Antibiotic,625mg,Injection,Juhel,4068,5416.46,202,61,BT248083,Drugfield Pharmaceuticals,C2,2028-12-23
SKU01220,Hydralazine,Antihypertensive,10mg,Tablet,Emzor,4360,5509.27,910,76,BT619730,Evans Medical,A2,2028-03-20
SKU01221,Valsartan,Antihypertensive,50mg,Tablet,Drugfield,1777,2130.11,719,90,BT541477,Evans Medical,D3,2030-04-18
SKU01222,Vitamin C,General Medicine,100mg,Capsule,May & Baker,18574,28952.37,271,89,BT396783,Evans Medical,D2,2029-06-29
SKU01223,Lumefantrine,Antimalarial,50mg,Tablet,May & Baker,15412,20782.78,371,70,BT656695,May & Baker Nigeria,B1,2028-01-19
SKU01224,Nystatin,Statin,80mg,Tablet,Swiss Pharma,5801,7706.98,97,24,BT451303,May & Baker Nigeria,A2,2028-02-13
SKU01225,Albendazole,Antifungal,150mg,Capsule,Pfizer,18031,22703.89,555,90,BT606944,Emzor Pharmaceuticals,B1,2030-03-19
SKU01226,Levothyroxine,General Medicine,5mg,Tablet,Swiss Pharma,6665,9428.7,319,65,BT550881,Swiss Pharma Nigeria,C3,2026-11-09
SKU01227,Erythromycin,Antibiotic,125mg,Capsule,May & Baker,2057,2982.32,140,50,BT574739,Drugfield Pharmaceuticals,C1,2030-05-20
SKU01228,Calcium Carbonate,General Medicine,25mg,Capsule,Drugfield,12399,17131.94,498,97,BT898226,Emzor Pharmaceuticals,A2,2030-01-12
SKU01229,Verapamil,Antihypertensive,10mg,Tablet,Drugfield,3945,5815.13,110,82,BT355735,Drugfield Pharmaceuticals,A2,2027-06-12
SKU01230,Mebendazole,Antifungal,500mg,Capsule,Swiss Pharma,12052,18831.07,190,50,BT846613,Swiss Pharma Nigeria,C1,2027-10-18
SKU01231,Nifedipine,Antihypertensive,2.5mg,Tablet,Juhel,13059,20184.45,358,61,BT668463,Emzor Pharmaceuticals,B3,2029-08-28
SKU01232,Cefixime,Antibiotic,250mg,Suspension,GSK,786,1105.94,965,73,BT526834,Fidson Healthcare,C2,2027-04-07
SKU01233,Donepezil,General Medicine,25mg,Tablet,Fidson,12105,15404.45,835,55,BT850936,Evans Medical,C3,2028-02-04
SKU01234,Praziquantel,General Medicine,10mg,Capsule,Juhel,17685,23444.24,971,94,BT989180,Swiss Pharma Nigeria,B3,2028-04-10
SKU01235,Ketoconazole,Antifungal,150mg,Capsule,Juhel,8703,11985.62,497,63,BT565338,Drugfield Pharmaceuticals,B3,2029-07-29
SKU01236,Ropinirole,General Medicine,5mg,Tablet,Drugfield,7995,9307.21,302,46,BT546245,Fidson Healthcare,B1,2029-12-09
SKU01237,Clonazepam,Psychiatric,25mg,Tablet,Juhel,16086,23046.06,5,55,BT379933,Fidson Healthcare,C1,2030-01-27
SKU01238,Folic Acid,General Medicine,100mg,Capsule,Drugfield,14410,19072.31,184,77,BT130506,Fidson Healthcare,B2,2029-09-16
SKU01239,Clonazepam,Psychiatric,5mg,Tablet,GSK,10939,12781.19,613,99,BT249739,Fidson Healthcare,D2,2029-08-11
SKU01240,Moxifloxacin,Antibiotic,500mg,Injection,Juhel,6229,8553.45,150,70,BT410348,Evans Medical,D3,2028-06-09
SKU01241,Chloroquine,Antimalarial,100mg,Tablet,Neimeth,3063,4284.2,916,63,BT977050,May & Baker Nigeria,B3,2027-09-03
SKU01242,Simvastatin,Statin,20mg,Tablet,Emzor,15393,20777.33,110,68,BT489621,Drugfield Pharmaceuticals,B2,2029-07-31
SKU01243,Tazobactam,Antibiotic,625mg,Capsule,Evans,4508,5848.6,397,84,BT612287,Swiss Pharma Nigeria,B2,2027-06-15
SKU01244,Methyldopa,Antihypertensive,100mg,Tablet,Neimeth,1298,1830.46,438,56,BT528115,Swiss Pharma Nigeria,A1,2026-10-21
SKU01245,Mebendazole,Antifungal,500mg,Capsule,Fidson,16931,26135.45,14,57,BT538062,Swiss Pharma Nigeria,B1,2029-06-18
SKU01246,Pramipexole,General Medicine,5mg,Capsule,Emzor,9265,14450.19,242,59,BT479811,Drugfield Pharmaceuticals,B3,2028-03-26
SKU01247,Tadalafil,General Medicine,5mg,Capsule,GSK,16394,24096.1,853,24,BT983801,Drugfield Pharmaceuticals,A1,2027-02-19
SKU01248,Cetirizine,Antihistamine,4mg,Tablet,Fidson,5542,7446.34,126,40,BT659311,Evans Medical,A3,2027-09-17
SKU01249,Carvedilol,General Medicine,10mg,Tablet,Juhel,4424,6065.0,107,66,BT825350,Drugfield Pharmaceuticals,A3,2028-04-01
SKU01250,Bupropion,Psychiatric,25mg,Tablet,Evans,6715,8342.32,200,67,BT608969,Swiss Pharma Nigeria,A3,2027-02-07
SKU01251,Montelukast,Respiratory,4mg,Inhaler,May & Baker,3181,3794.8,998,94,BT250462,May & Baker Nigeria,B1,2028-11-15
SKU01252,Tamsulosin,General Medicine,50mg,Capsule,Swiss Pharma,3835,4495.39,557,69,BT811311,Emzor Pharmaceuticals,B1,2026-11-14
SKU01253,Vancomycin,Antibiotic,125mg,Tablet,Fidson,12822,17407.68,98,43,BT432327,Fidson Healthcare,A2,2026-12-16
SKU01254,Aspirin,General Medicine,100mg,Capsule,Pfizer,15377,18480.14,226,47,BT505681,Drugfield Pharmaceuticals,D2,2029-02-20
SKU01255,Imipenem,Antibiotic,625mg,Capsule,Fidson,5254,7269.07,688,23,BT679281,Evans Medical,C3,2029-12-14
SKU01256,Levothyroxine,General Medicine,10mg,Capsule,Neimeth,11048,13746.72,381,75,BT511310,Evans Medical,D3,2029-04-13
SKU01257,Pyrimethamine,Antimalarial,100mg,Injection,Juhel,12687,14708.77,231,55,BT407695,Drugfield Pharmaceuticals,C1,2028-08-02
SKU01258,Lansoprazole,Antifungal,500mg,Tablet,May & Baker,9224,11600.65,525,99,BT563450,Evans Medical,A1,2028-01-21
SKU01259,Lumefantrine,Antimalarial,100mg,Tablet,Neimeth,4377,6135.58,257,72,BT312769,Drugfield Pharmaceuticals,D3,2028-11-03
SKU01260,Venlafaxine,Psychiatric,5mg,Tablet,Evans,2549,4011.48,804,72,BT559940,Evans Medical,D1,2027-01-07
SKU01261,Colchicine,General Medicine,100mg,Capsule,Juhel,5547,6766.46,122,79,BT764997,Drugfield Pharmaceuticals,B2,2028-10-26
SKU01262,Methyldopa,Antihypertensive,100mg,Tablet,Evans,2431,2876.25,458,28,BT970332,Drugfield Pharmaceuticals,A2,2026-10-11
SKU01263,Clarithromycin,Antibiotic,500mg,Capsule,Drugfield,17572,20297.53,136,96,BT738300,Drugfield Pharmaceuticals,A2,2027-12-18
SKU01264,Imipenem,Antibiotic,1g,Suspension,Neimeth,5958,8306.83,902,49,BT972732,Evans Medical,A1,2026-11-25
SKU01265,Pregabalin,Antiepileptic,500mg,Capsule,Drugfield,13950,18410.27,611,27,BT366714,May & Baker Nigeria,B3,2026-10-10
SKU01266,Lorazepam,Psychiatric,25mg,Tablet,Pfizer,1869,2911.45,40,26,BT329242,Fidson Healthcare,D1,2029-05-24
SKU01267,Memantine,General Medicine,25mg,Tablet,Juhel,7349,10319.14,60,51,BT368142,Emzor Pharmaceuticals,D2,2028-02-01
SKU01268,Ampicillin,Antibiotic,1g,Capsule,Emzor,9431,12886.23,80,40,BT606513,Fidson Healthcare,B1,2028-11-19
SKU01269,Carbamazepine,Antiepileptic,200mg,Capsule,Pfizer,4522,6906.15,388,76,BT835715,Evans Medical,D2,2029-01-02
SKU01270,Ferrous Sulphate,General Medicine,25mg,Capsule,Evans,7020,8785.89,871,98,BT551500,Emzor Pharmaceuticals,A1,2028-05-05
SKU01271,Vitamin D3,General Medicine,50mg,Capsule,Drugfield,9136,11490.24,861,85,BT758839,Swiss Pharma Nigeria,A3,2030-07-08
SKU01272,Carbidopa,General Medicine,100mg,Capsule,Emzor,1455,1907.37,758,89,BT505768,Fidson Healthcare,B3,2028-01-30
SKU01273,Verapamil,Antihypertensive,100mg,Tablet,GSK,17328,20708.73,550,76,BT347302,Evans Medical,A2,2027-09-19
SKU01274,Mirtazapine,Psychiatric,10mg,Tablet,GSK,10239,13322.06,580,58,BT372307,Swiss Pharma Nigeria,D3,2028-01-06
SKU01275,Cetirizine,Antihistamine,4mg,Syrup,Evans,5103,7206.39,418,29,BT133608,Swiss Pharma Nigeria,C2,2027-02-27
SKU01276,Mirtazapine,Psychiatric,100mg,Tablet,Evans,2030,2385.9,462,71,BT912564,Drugfield Pharmaceuticals,B2,2027-12-22
SKU01277,Bupropion,Psychiatric,5mg,Tablet,Emzor,5004,6696.07,114,59,BT946690,Drugfield Pharmaceuticals,A3,2029-02-15
SKU01278,Fluoxetine,Psychiatric,5mg,Tablet,Drugfield,6063,9170.39,538,50,BT750552,Emzor Pharmaceuticals,A3,2029-09-16
SKU01279,Tacrolimus,General Medicine,50mg,Tablet,Fidson,5466,8264.76,549,93,BT488940,Evans Medical,A2,2029-06-02
SKU01280,Hydrochlorothiazide,Diuretic,100mg,Tablet,Evans,11597,17455.26,86,60,BT587062,Swiss Pharma Nigeria,A1,2030-02-20
SKU01281,Methyldopa,Antihypertensive,5mg,Tablet,Juhel,11929,15763.56,817,83,BT667219,May & Baker Nigeria,D2,2028-04-05
SKU01282,Carbamazepine,Antiepileptic,300mg,Tablet,Neimeth,12954,15858.02,509,47,BT750360,May & Baker Nigeria,D3,2030-05-17
SKU01283,Itraconazole,Antifungal,500mg,Capsule,Fidson,1356,2138.61,701,40,BT656846,Emzor Pharmaceuticals,C2,2028-10-12
SKU01284,Ketoconazole,Antifungal,200mg,Tablet,May & Baker,7032,10112.01,484,30,BT965540,May & Baker Nigeria,A3,2028-08-19
SKU01285,Tetracycline,Antibiotic,1g,Tablet,Evans,1671,1938.81,873,30,BT365995,Evans Medical,D1,2027-06-19
SKU01286,Propylthiouracil,General Medicine,100mg,Tablet,Drugfield,4439,6872.39,749,70,BT242963,May & Baker Nigeria,B2,2029-01-11
SKU01287,Levodopa,General Medicine,50mg,Capsule,Emzor,18451,28367.7,685,44,BT546754,Evans Medical,A3,2029-08-11
SKU01288,Imipenem,Antibiotic,500mg,Tablet,Swiss Pharma,16549,22371.25,428,20,BT250141,Swiss Pharma Nigeria,A3,2028-08-27
SKU01289,Nitrofurantoin,General Medicine,10mg,Capsule,Drugfield,17488,21791.34,623,71,BT263951,Fidson Healthcare,A3,2029-07-21
SKU01290,Telmisartan,Antihypertensive,25mg,Tablet,Juhel,7973,10974.97,519,40,BT739360,Swiss Pharma Nigeria,D1,2029-03-16
SKU01291,Nystatin,Statin,40mg,Tablet,Juhel,12335,19620.36,916,90,BT357350,Swiss Pharma Nigeria,C1,2028-04-07
SKU01292,Isoniazid,Antibiotic,625mg,Tablet,Drugfield,3653,5597.71,164,36,BT221788,Emzor Pharmaceuticals,C2,2027-12-02
SKU01293,Vitamin D3,General Medicine,25mg,Capsule,Swiss Pharma,18328,26989.66,551,50,BT492402,Swiss Pharma Nigeria,B3,2029-01-02
SKU01294,Erythromycin,Antibiotic,500mg,Capsule,May & Baker,809,1080.34,610,48,BT967244,Drugfield Pharmaceuticals,D3,2027-05-12
SKU01295,Ciprofloxacin,Antibiotic,125mg,Tablet,Swiss Pharma,19145,23649.05,299,89,BT455142,Swiss Pharma Nigeria,A3,2027-08-05
SKU01296,Albendazole,Antifungal,500mg,Capsule,Pfizer,7562,9925.63,108,51,BT747256,Fidson Healthcare,A2,2030-02-23
SKU01297,Cefotaxime,Antibiotic,250mg,Suspension,Fidson,16125,19841.15,810,44,BT948535,Fidson Healthcare,B2,2028-06-23
SKU01298,Donepezil,General Medicine,100mg,Tablet,May & Baker,15113,17925.97,696,45,BT328961,Evans Medical,C2,2028-02-16
SKU01299,Cloxacillin,Antibiotic,125mg,Tablet,Swiss Pharma,10959,13873.82,4,45,BT354151,Fidson Healthcare,A3,2029-03-07
SKU01300,Carbidopa,General Medicine,100mg,Capsule,Pfizer,13023,15179.71,620,63,BT148087,Drugfield Pharmaceuticals,B3,2030-06-08
SKU01301,Phenytoin,Antiepileptic,500mg,Tablet,Neimeth,2599,3879.74,289,82,BT196517,Emzor Pharmaceuticals,A1,2027-08-27
SKU01302,Linezolid,Antibiotic,250mg,Capsule,May & Baker,8976,12609.2,499,74,BT576313,Fidson Healthcare,B3,2027-12-03
SKU01303,Betamethasone,Corticosteroid,20mg,Tablet,Fidson,3664,4658.12,634,51,BT342894,Swiss Pharma Nigeria,C2,2029-12-10
SKU01304,Gabapentin,Antiepileptic,300mg,Capsule,GSK,5674,6954.12,514,58,BT247902,Evans Medical,A3,2028-04-11
SKU01305,Rifampicin,Antibiotic,625mg,Injection,Drugfield,12103,18913.46,890,91,BT719271,Emzor Pharmaceuticals,D1,2029-09-19
SKU01306,Rifampicin,Antibiotic,625mg,Suspension,GSK,11666,18424.33,974,98,BT875615,Fidson Healthcare,D1,2028-10-31
SKU01307,Levetiracetam,Antiepileptic,500mg,Capsule,Drugfield,2536,3634.18,332,37,BT635025,Evans Medical,B1,2030-03-21
SKU01308,Carbamazepine,Antiepileptic,200mg,Tablet,Neimeth,6377,9553.56,49,83,BT736791,May & Baker Nigeria,B2,2027-05-11
SKU01309,Dapagliflozin,Antidiabetic,25mg,Tablet,Neimeth,13573,17795.51,932,63,BT792952,May & Baker Nigeria,C2,2026-12-30
